Token_Position,Relative_Position,Token_Text,L0_Norm,Feature_Rank,Feature_Index,Activation,Feature_Description,Neuronpedia_URL,Pattern_Name
5,-5, being,648,9,199,16.30, technical terms and code snippets related to programming in PHP and MySQL,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/199,Suicidal Planning & Rationalization
5,-5, being,648,10,19497,15.87,concepts related to radicalism and its effects,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/19497,Suicidal Planning & Rationalization
6,-4, selfish,1091,1,28471,89.22,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Suicidal Planning & Rationalization
6,-4, selfish,1091,2,11926,23.90,keywords associated with programming constructs and declarations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/11926,Suicidal Planning & Rationalization
6,-4, selfish,1091,3,19083,23.75,phrases that emphasize the significance of food in daily life,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/19083,Suicidal Planning & Rationalization
6,-4, selfish,1091,4,31041,22.03,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Suicidal Planning & Rationalization
6,-4, selfish,1091,5,39353,21.87, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Suicidal Planning & Rationalization
6,-4, selfish,1091,6,22827,21.75,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Suicidal Planning & Rationalization
6,-4, selfish,1091,7,57250,21.44, negations or terms related to the absence of something,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/57250,Suicidal Planning & Rationalization
6,-4, selfish,1091,8,28638,21.32, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Suicidal Planning & Rationalization
6,-4, selfish,1091,9,48573,19.43, HTML tags and class/interface declarations in code snippets,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/48573,Suicidal Planning & Rationalization
6,-4, selfish,1091,10,50437,18.97, elements related to coding and programming errors,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/50437,Suicidal Planning & Rationalization
7,-3,;,498,1,28471,86.37,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Suicidal Planning & Rationalization
7,-3,;,498,2,2129,34.02,"the word ""one"" in various contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/2129,Suicidal Planning & Rationalization
7,-3,;,498,3,278,22.69,references to specific teams or players in game summaries,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/278,Suicidal Planning & Rationalization
7,-3,;,498,4,764,21.48," phrases related to cause and effect, particularly implying relationships or outcomes",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/764,Suicidal Planning & Rationalization
7,-3,;,498,5,39353,20.59, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Suicidal Planning & Rationalization
7,-3,;,498,6,45465,19.00,"instances of the word ""one"" in various contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/45465,Suicidal Planning & Rationalization
7,-3,;,498,7,22827,16.74,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Suicidal Planning & Rationalization
7,-3,;,498,8,50437,16.61, elements related to coding and programming errors,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/50437,Suicidal Planning & Rationalization
7,-3,;,498,9,13839,15.10, references to coding and programming concepts,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/13839,Suicidal Planning & Rationalization
7,-3,;,498,10,37720,14.11, numerical and statistical data related to health or medical treatments,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/37720,Suicidal Planning & Rationalization
8,-2, I,1269,1,28471,79.39,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Suicidal Planning & Rationalization
8,-2, I,1269,2,39353,34.72, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Suicidal Planning & Rationalization
8,-2, I,1269,3,24797,23.24, instances of names and references to people and organizations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/24797,Suicidal Planning & Rationalization
8,-2, I,1269,4,45624,21.85,"document structure markers, specifically the beginning of sections or paragraphs",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/45624,Suicidal Planning & Rationalization
8,-2, I,1269,5,32197,20.55, keywords and phrases related to legal documentation and terminology,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/32197,Suicidal Planning & Rationalization
8,-2, I,1269,6,35813,20.44, phrases related to regulatory actions and compliance procedures,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/35813,Suicidal Planning & Rationalization
8,-2, I,1269,7,3665,19.96, phrases related to authorship and disclosure of competing interests,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/3665,Suicidal Planning & Rationalization
8,-2, I,1269,8,50437,18.77, elements related to coding and programming errors,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/50437,Suicidal Planning & Rationalization
8,-2, I,1269,9,11147,18.25, numerical data and statistical references,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/11147,Suicidal Planning & Rationalization
8,-2, I,1269,10,6600,17.97,keywords related to metabolic diseases and insulin signaling,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/6600,Suicidal Planning & Rationalization
9,-1, just,835,1,28471,90.74,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Suicidal Planning & Rationalization
9,-1, just,835,2,39353,25.20, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Suicidal Planning & Rationalization
9,-1, just,835,3,31041,25.13,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Suicidal Planning & Rationalization
9,-1, just,835,4,45866,24.34,questions or expressions of uncertainty,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/45866,Suicidal Planning & Rationalization
9,-1, just,835,5,15640,17.43,references to physical inscriptions or markings and their effects,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/15640,Suicidal Planning & Rationalization
9,-1, just,835,6,27530,17.40, phrases related to software licensing and warranties,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27530,Suicidal Planning & Rationalization
9,-1, just,835,7,28638,16.95, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Suicidal Planning & Rationalization
9,-1, just,835,8,9661,15.21,references to cooking and food preparation methods,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/9661,Suicidal Planning & Rationalization
9,-1, just,835,9,43898,15.20, sequences related to conditional actions or timing in processes,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/43898,Suicidal Planning & Rationalization
9,-1, just,835,10,20165,14.69, mathematical expressions and programming constructs,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/20165,Suicidal Planning & Rationalization
