Token_Position,Relative_Position,Token_Text,L0_Norm,Feature_Rank,Feature_Index,Activation,Feature_Description,Neuronpedia_URL,Pattern_Name
9,-1, head,744,1,28471,114.63,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Identity-Focused Life Narrative
9,-1, head,744,2,22827,27.85,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Identity-Focused Life Narrative
9,-1, head,744,3,52891,21.39, elements related to mathematical formatting or structure,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/52891,Identity-Focused Life Narrative
9,-1, head,744,4,52245,21.35, phrases indicating age and its impact on abilities or perceptions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/52245,Identity-Focused Life Narrative
9,-1, head,744,5,27326,20.20,negations and words that express contradiction or denial,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27326,Identity-Focused Life Narrative
9,-1, head,744,6,28638,18.77, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Identity-Focused Life Narrative
9,-1, head,744,7,31041,18.61,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Identity-Focused Life Narrative
9,-1, head,744,8,45866,17.50,questions or expressions of uncertainty,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/45866,Identity-Focused Life Narrative
9,-1, head,744,9,39353,17.20, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Identity-Focused Life Narrative
9,-1, head,744,10,52254,16.29,the presence of a specific starting token or phrase that indicates the beginning of a new section or entry in a document,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/52254,Identity-Focused Life Narrative
