Token_Position,Relative_Position,Token_Text,L0_Norm,Feature_Rank,Feature_Index,Activation,Feature_Description,Neuronpedia_URL,Pattern_Name
2,-8,",",1168,8,4559,18.98, mathematical relationships and equations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/4559,Executive Fatigue & Avolition
2,-8,",",1168,9,35856,18.92, scientific names and specific terms related to plants and their properties,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/35856,Executive Fatigue & Avolition
2,-8,",",1168,10,17984,18.69, code-related syntax or structure elements,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/17984,Executive Fatigue & Avolition
3,-7, just,945,1,28471,104.62,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Executive Fatigue & Avolition
3,-7, just,945,2,39353,25.01, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Executive Fatigue & Avolition
3,-7, just,945,3,16550,20.65, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Executive Fatigue & Avolition
3,-7, just,945,4,31041,20.47,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Executive Fatigue & Avolition
3,-7, just,945,5,29964,20.25, the presence of the beginning of a section or paragraph in a text,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/29964,Executive Fatigue & Avolition
3,-7, just,945,6,9858,18.66,references to solid and liquid states or phases in scientific contexts,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/9858,Executive Fatigue & Avolition
3,-7, just,945,7,43398,17.60, temporal and geographical references,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/43398,Executive Fatigue & Avolition
3,-7, just,945,8,59698,17.50,references to song lyrics and performances,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/59698,Executive Fatigue & Avolition
3,-7, just,945,9,45660,17.06,references to specific individuals or organizations involved in cultural or social commentary,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/45660,Executive Fatigue & Avolition
3,-7, just,945,10,50235,17.00, phrases indicating possession or existence,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/50235,Executive Fatigue & Avolition
4,-6, the,811,1,28471,106.16,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Executive Fatigue & Avolition
4,-6, the,811,2,19545,32.46," instances of the word ""to"" in various contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/19545,Executive Fatigue & Avolition
4,-6, the,811,3,16550,27.26, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Executive Fatigue & Avolition
4,-6, the,811,4,63573,25.26, mathematical expressions and calculations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/63573,Executive Fatigue & Avolition
4,-6, the,811,5,22827,24.14,complex mathematical or scientific expressions and symbols,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22827,Executive Fatigue & Avolition
4,-6, the,811,6,39353,23.67, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Executive Fatigue & Avolition
4,-6, the,811,7,52827,20.04, phrases related to shipping and order delivery information,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/52827,Executive Fatigue & Avolition
4,-6, the,811,8,13839,18.91, references to coding and programming concepts,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/13839,Executive Fatigue & Avolition
4,-6, the,811,9,27565,18.54, references to a website and its content,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27565,Executive Fatigue & Avolition
4,-6, the,811,10,4636,17.19," phrases related to the act of laying something down, both literally and metaphorically",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/4636,Executive Fatigue & Avolition
5,-5, thought,606,1,28471,97.16,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Executive Fatigue & Avolition
5,-5, thought,606,2,31041,22.84,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Executive Fatigue & Avolition
5,-5, thought,606,3,16550,22.64, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Executive Fatigue & Avolition
5,-5, thought,606,4,28638,20.90, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Executive Fatigue & Avolition
5,-5, thought,606,5,29784,19.31," the continuous use or repetition of the word ""do.""",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/29784,Executive Fatigue & Avolition
5,-5, thought,606,6,39353,17.24, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Executive Fatigue & Avolition
5,-5, thought,606,7,33040,17.01, programming concepts related to pointers and dynamic memory management,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/33040,Executive Fatigue & Avolition
5,-5, thought,606,8,27530,16.88, phrases related to software licensing and warranties,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27530,Executive Fatigue & Avolition
5,-5, thought,606,9,7712,16.82,"the use of the verb ""do"" and its variations in different contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/7712,Executive Fatigue & Avolition
5,-5, thought,606,10,13839,15.90, references to coding and programming concepts,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/13839,Executive Fatigue & Avolition
6,-4, of,1194,1,28471,82.78,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Executive Fatigue & Avolition
6,-4, of,1194,2,62703,29.27, phrases indicating personal sentiments or reflections,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/62703,Executive Fatigue & Avolition
6,-4, of,1194,3,31041,22.97,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Executive Fatigue & Avolition
6,-4, of,1194,4,39353,22.03, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Executive Fatigue & Avolition
6,-4, of,1194,5,167,21.66, functions related to XML file handling and operations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/167,Executive Fatigue & Avolition
6,-4, of,1194,6,8562,19.68,references to botanical classification and species identification,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/8562,Executive Fatigue & Avolition
6,-4, of,1194,7,45808,18.98, terms related to specificity in biological contexts,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/45808,Executive Fatigue & Avolition
6,-4, of,1194,8,28638,18.69, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Executive Fatigue & Avolition
6,-4, of,1194,9,52715,18.68, technical terms and concepts related to software development and programming environments,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/52715,Executive Fatigue & Avolition
6,-4, of,1194,10,48314,18.56, mathematical definitions and relationships in physics,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/48314,Executive Fatigue & Avolition
7,-3, checking,764,1,28471,109.68,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Executive Fatigue & Avolition
7,-3, checking,764,2,54970,31.80," the word ""so"" and its variations used for emphasis",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/54970,Executive Fatigue & Avolition
7,-3, checking,764,3,39353,24.13, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Executive Fatigue & Avolition
7,-3, checking,764,4,22088,22.36,"the word ""so"" used in a variety of contexts, often indicating causation or consequence",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/22088,Executive Fatigue & Avolition
7,-3, checking,764,5,278,22.34,references to specific teams or players in game summaries,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/278,Executive Fatigue & Avolition
7,-3, checking,764,6,14422,20.96, phrases related to writing and authorship,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/14422,Executive Fatigue & Avolition
7,-3, checking,764,7,43398,20.82, temporal and geographical references,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/43398,Executive Fatigue & Avolition
7,-3, checking,764,8,28638,20.31, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Executive Fatigue & Avolition
7,-3, checking,764,9,16550,19.91, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Executive Fatigue & Avolition
7,-3, checking,764,10,11926,19.82,keywords associated with programming constructs and declarations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/11926,Executive Fatigue & Avolition
8,-2, my,918,1,28471,107.78,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Executive Fatigue & Avolition
8,-2, my,918,2,39353,22.31, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Executive Fatigue & Avolition
8,-2, my,918,3,52891,21.87, elements related to mathematical formatting or structure,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/52891,Executive Fatigue & Avolition
8,-2, my,918,4,8831,21.45, words and phrases related to marriage and familial relationships,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/8831,Executive Fatigue & Avolition
8,-2, my,918,5,16550,20.27, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Executive Fatigue & Avolition
8,-2, my,918,6,23671,19.14,emphasis or expressive marks in a text,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/23671,Executive Fatigue & Avolition
8,-2, my,918,7,9471,18.12, phrases related to personal relationships and their complexities,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/9471,Executive Fatigue & Avolition
8,-2, my,918,8,9954,16.38,recognition or appreciation of contributions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/9954,Executive Fatigue & Avolition
8,-2, my,918,9,27530,16.10, phrases related to software licensing and warranties,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27530,Executive Fatigue & Avolition
8,-2, my,918,10,8155,15.96, references to changing one's mind or making decisions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/8155,Executive Fatigue & Avolition
9,-1, email,1134,1,28471,104.34,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Executive Fatigue & Avolition
9,-1, email,1134,2,31041,25.90,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Executive Fatigue & Avolition
9,-1, email,1134,3,16550,24.69, technical terms related to genetics and statistical analysis,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/16550,Executive Fatigue & Avolition
9,-1, email,1134,4,45866,24.40,questions or expressions of uncertainty,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/45866,Executive Fatigue & Avolition
9,-1, email,1134,5,29964,20.13, the presence of the beginning of a section or paragraph in a text,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/29964,Executive Fatigue & Avolition
9,-1, email,1134,6,46526,19.70," programming-related keywords and functions, particularly those concerning data manipulation and responses",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/46526,Executive Fatigue & Avolition
9,-1, email,1134,7,23819,18.49, inquiries or questions in the text,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/23819,Executive Fatigue & Avolition
9,-1, email,1134,8,52891,16.29, elements related to mathematical formatting or structure,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/52891,Executive Fatigue & Avolition
9,-1, email,1134,9,26954,15.74, punctuation and formatting related to company information,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/26954,Executive Fatigue & Avolition
9,-1, email,1134,10,8010,15.62,references to moving or relocation,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/8010,Executive Fatigue & Avolition
0,-10,<bos>,826,1,28471,100.28,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Persistent Suicidal Ideation Focus
0,-10,<bos>,826,2,39353,20.69, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Persistent Suicidal Ideation Focus
0,-10,<bos>,826,3,10636,20.50," references to ""all"" in various contexts",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/10636,Persistent Suicidal Ideation Focus
0,-10,<bos>,826,4,46576,18.22,references to notable all-time teams or lists in sports discussions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/46576,Persistent Suicidal Ideation Focus
0,-10,<bos>,826,5,27326,18.08,negations and words that express contradiction or denial,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27326,Persistent Suicidal Ideation Focus
0,-10,<bos>,826,6,28638,18.05, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Persistent Suicidal Ideation Focus
0,-10,<bos>,826,7,58815,17.23,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Persistent Suicidal Ideation Focus
0,-10,<bos>,826,8,10237,16.98," occurrences of the word ""all.""",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/10237,Persistent Suicidal Ideation Focus
0,-10,<bos>,826,9,27530,16.29, phrases related to software licensing and warranties,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27530,Persistent Suicidal Ideation Focus
0,-10,<bos>,826,10,18343,15.30,the presence of specific tags or markers indicating structured data,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/18343,Persistent Suicidal Ideation Focus
1,-9,Ugh,684,1,28471,97.97,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Persistent Suicidal Ideation Focus
1,-9,Ugh,684,2,61367,23.34,"repetitive use of the word ""the.""",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/61367,Persistent Suicidal Ideation Focus
1,-9,Ugh,684,3,39353,20.57, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Persistent Suicidal Ideation Focus
1,-9,Ugh,684,4,8831,20.41, words and phrases related to marriage and familial relationships,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/8831,Persistent Suicidal Ideation Focus
1,-9,Ugh,684,5,28638,18.90, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Persistent Suicidal Ideation Focus
1,-9,Ugh,684,6,58815,18.75,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Persistent Suicidal Ideation Focus
1,-9,Ugh,684,7,12907,18.50, programming-related keywords and syntax elements,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/12907,Persistent Suicidal Ideation Focus
1,-9,Ugh,684,8,31041,18.42,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Persistent Suicidal Ideation Focus
1,-9,Ugh,684,9,19985,18.30,keywords related to medical and scientific terminology,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/19985,Persistent Suicidal Ideation Focus
1,-9,Ugh,684,10,30795,15.07,references to personal connections and relationships,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/30795,Persistent Suicidal Ideation Focus
2,-8,",",916,1,28471,92.87,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Persistent Suicidal Ideation Focus
2,-8,",",916,2,48573,27.95, HTML tags and class/interface declarations in code snippets,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/48573,Persistent Suicidal Ideation Focus
2,-8,",",916,3,31041,26.04,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Persistent Suicidal Ideation Focus
2,-8,",",916,4,39353,22.49, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Persistent Suicidal Ideation Focus
2,-8,",",916,5,12994,21.78,references to bows and bowing actions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/12994,Persistent Suicidal Ideation Focus
2,-8,",",916,6,33787,19.71, phrases that indicate methods or approaches to achieve goals or objectives,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/33787,Persistent Suicidal Ideation Focus
2,-8,",",916,7,58815,19.59,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Persistent Suicidal Ideation Focus
2,-8,",",916,8,58754,17.97,specific names and terms related to technology and innovations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58754,Persistent Suicidal Ideation Focus
2,-8,",",916,9,45806,16.88, expressions indicating uncertainty or approximations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/45806,Persistent Suicidal Ideation Focus
2,-8,",",916,10,38805,16.56, terms related to content distribution and media publishing,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/38805,Persistent Suicidal Ideation Focus
3,-7, there,1164,1,28471,99.70,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Persistent Suicidal Ideation Focus
3,-7, there,1164,2,31041,31.79,words and phrases related to technology and web applications,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31041,Persistent Suicidal Ideation Focus
3,-7, there,1164,3,17984,26.90, code-related syntax or structure elements,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/17984,Persistent Suicidal Ideation Focus
3,-7, there,1164,4,40239,26.35,"references to the organization ""Life Arc""",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/40239,Persistent Suicidal Ideation Focus
3,-7, there,1164,5,39353,24.26, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Persistent Suicidal Ideation Focus
3,-7, there,1164,6,27530,19.90, phrases related to software licensing and warranties,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27530,Persistent Suicidal Ideation Focus
3,-7, there,1164,7,14236,19.59, monetary values or financial figures,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/14236,Persistent Suicidal Ideation Focus
3,-7, there,1164,8,57500,18.45,specific technical identifiers or codes related to programming and software libraries,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/57500,Persistent Suicidal Ideation Focus
3,-7, there,1164,9,8831,18.27, words and phrases related to marriage and familial relationships,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/8831,Persistent Suicidal Ideation Focus
3,-7, there,1164,10,44626,17.20, baseball-related statistics and events,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/44626,Persistent Suicidal Ideation Focus
4,-6, they,885,1,28471,101.95,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Persistent Suicidal Ideation Focus
4,-6, they,885,2,39353,21.85, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Persistent Suicidal Ideation Focus
4,-6, they,885,3,33475,20.26,"instances of the word ""well"" indicating emphasis or quality",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/33475,Persistent Suicidal Ideation Focus
4,-6, they,885,4,8740,19.31,specific biographical information and editing activity related to individuals,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/8740,Persistent Suicidal Ideation Focus
4,-6, they,885,5,167,19.26, functions related to XML file handling and operations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/167,Persistent Suicidal Ideation Focus
4,-6, they,885,6,12907,19.10, programming-related keywords and syntax elements,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/12907,Persistent Suicidal Ideation Focus
4,-6, they,885,7,6416,18.01, instructions related to completing a form or making changes on a website,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/6416,Persistent Suicidal Ideation Focus
4,-6, they,885,8,51880,17.60, technical terminology related to programming and software,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/51880,Persistent Suicidal Ideation Focus
4,-6, they,885,9,31718,17.34, numerical data and statistical representations,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/31718,Persistent Suicidal Ideation Focus
4,-6, they,885,10,5807,17.28,"variations of the word ""would.""",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/5807,Persistent Suicidal Ideation Focus
5,-5, go,794,1,28471,104.70,license and copyright text from open-source software headers.,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28471,Persistent Suicidal Ideation Focus
5,-5, go,794,2,14236,22.52, monetary values or financial figures,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/14236,Persistent Suicidal Ideation Focus
5,-5, go,794,3,28638,21.11, inquiries about gameplay experiences and technical issues related to video games,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/28638,Persistent Suicidal Ideation Focus
5,-5, go,794,4,39353,20.37, sentences or fragments that indicate the start of a new topic or section,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/39353,Persistent Suicidal Ideation Focus
5,-5, go,794,5,58815,19.78,references to health-related terminology and conditions,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/58815,Persistent Suicidal Ideation Focus
5,-5, go,794,6,18460,18.77, elements related to manuscript versions and publication details,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/18460,Persistent Suicidal Ideation Focus
5,-5, go,794,7,12907,14.82, programming-related keywords and syntax elements,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/12907,Persistent Suicidal Ideation Focus
5,-5, go,794,8,27530,14.73, phrases related to software licensing and warranties,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/27530,Persistent Suicidal Ideation Focus
5,-5, go,794,9,26310,14.64, elements related to programming structures and access specifiers in code,https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/26310,Persistent Suicidal Ideation Focus
5,-5, go,794,10,59919,13.91," mentions of the name ""Mark.""",https://neuronpedia.org/gemma-2-2b/17-gemmascope-res-65k/59919,Persistent Suicidal Ideation Focus
